phase,epoch,train_loss,train_acc,test_loss,test_acc
initial_training,1,1.5791,41.23,1.5239,48.87
initial_training,2,1.1118,60.06,1.4184,50.16
initial_training,3,0.9195,67.42,1.0534,64.27
initial_training,4,0.8036,71.81,1.0559,66.03
initial_training,5,0.7208,74.91,0.9595,68.56
initial_training,6,0.6624,77.17,0.7235,76.08
initial_training,7,0.6148,78.82,0.8950,71.17
initial_training,8,0.5797,79.91,0.6509,77.88
initial_training,9,0.5507,80.97,0.6278,79.24
initial_training,10,0.5246,81.94,0.6554,78.31
initial_training,11,0.4963,82.78,0.6538,78.48
initial_training,12,0.4819,83.46,0.5437,82.09
initial_training,13,0.4661,84.06,0.5331,81.89
initial_training,14,0.4495,84.67,0.7100,77.79
initial_training,15,0.4380,84.90,0.6127,79.57
initial_training,16,0.4241,85.34,0.5722,80.70
initial_training,17,0.4088,85.89,0.5498,81.81
initial_training,18,0.4008,86.20,0.4715,84.53
initial_training,19,0.3971,86.20,0.5177,82.73
initial_training,20,0.3805,86.94,0.6119,80.58
initial_training,21,0.3693,87.16,0.4964,83.49
initial_training,22,0.3650,87.23,0.4855,84.11
initial_training,23,0.3532,87.72,0.5359,82.44
initial_training,24,0.3475,88.03,0.5138,83.48
initial_training,25,0.3387,88.32,0.5184,83.13
initial_training,26,0.3302,88.59,0.4665,84.92
initial_training,27,0.3247,88.81,0.5027,84.19
initial_training,28,0.3164,88.98,0.4606,84.92
initial_training,29,0.3058,89.56,0.4083,86.78
initial_training,30,0.3124,89.10,0.4958,84.05
initial_training,31,0.2983,89.72,0.4699,84.74
initial_training,32,0.2963,89.79,0.4706,84.80
initial_training,33,0.2858,90.13,0.4409,86.38
initial_training,34,0.2821,90.20,0.4621,85.14
initial_training,35,0.2754,90.36,0.4335,86.10
initial_training,36,0.2759,90.58,0.4535,85.30
initial_training,37,0.2679,90.64,0.4506,85.77
initial_training,38,0.2638,90.75,0.4627,85.36
initial_training,39,0.2628,90.98,0.4414,86.03
initial_training,40,0.2549,91.20,0.4100,87.09
initial_training,41,0.2541,91.22,0.4765,85.11
initial_training,42,0.2460,91.34,0.4169,86.74
initial_training,43,0.2466,91.49,0.4486,85.25
initial_training,44,0.2422,91.69,0.4078,86.95
initial_training,45,0.2431,91.56,0.3942,87.35
initial_training,46,0.2341,91.72,0.4463,85.94
initial_training,47,0.2295,91.95,0.4022,87.22
initial_training,48,0.2245,92.08,0.5098,84.94
initial_training,49,0.2248,92.23,0.4702,85.83
initial_training,50,0.2194,92.49,0.4857,84.79
initial_training,51,0.2226,92.14,0.4398,86.58
initial_training,52,0.2144,92.54,0.4173,86.84
initial_training,53,0.2118,92.48,0.4127,87.19
initial_training,54,0.2118,92.63,0.4118,87.06
initial_training,55,0.2051,93.00,0.3895,87.50
initial_training,56,0.2013,92.98,0.4502,86.22
initial_training,57,0.2083,92.64,0.3973,87.48
initial_training,58,0.1958,93.14,0.3983,86.96
initial_training,59,0.1943,93.30,0.3834,87.89
initial_training,60,0.1911,93.43,0.3969,88.08
initial_training,61,0.1885,93.52,0.4236,87.30
initial_training,62,0.1858,93.67,0.4051,87.55
initial_training,63,0.1812,93.66,0.4541,86.19
initial_training,64,0.1846,93.62,0.4029,87.69
initial_training,65,0.1775,93.88,0.5211,85.06
initial_training,66,0.1766,93.85,0.3797,88.50
initial_training,67,0.1705,94.03,0.3915,87.81
initial_training,68,0.1725,94.05,0.4620,86.22
initial_training,69,0.1663,94.26,0.3836,88.29
initial_training,70,0.1656,94.16,0.4324,87.03
initial_training,71,0.1643,94.33,0.3924,88.23
initial_training,72,0.1605,94.42,0.4211,87.47
initial_training,73,0.1563,94.68,0.4297,87.15
initial_training,74,0.1550,94.52,0.4003,88.42
initial_training,75,0.1520,94.73,0.3790,88.64
initial_training,76,0.1539,94.77,0.3656,89.03
initial_training,77,0.1419,95.06,0.3987,87.98
initial_training,78,0.1447,94.97,0.3725,88.70
initial_training,79,0.1393,95.19,0.4346,87.66
initial_training,80,0.1394,95.19,0.4376,87.05
initial_training,81,0.1374,95.22,0.3602,89.07
initial_training,82,0.1331,95.46,0.4123,88.01
initial_training,83,0.1276,95.66,0.3848,88.95
initial_training,84,0.1269,95.67,0.4228,87.71
initial_training,85,0.1243,95.76,0.4364,87.69
initial_training,86,0.1240,95.68,0.4442,87.36
initial_training,87,0.1194,95.94,0.3989,88.58
initial_training,88,0.1136,96.12,0.3992,88.48
initial_training,89,0.1151,96.10,0.3857,89.06
initial_training,90,0.1109,96.26,0.3740,88.94
initial_training,91,0.1077,96.41,0.4009,88.64
initial_training,92,0.1099,96.18,0.4686,86.95
initial_training,93,0.1083,96.30,0.4070,88.94
initial_training,94,0.1056,96.34,0.4290,88.36
initial_training,95,0.1001,96.57,0.4002,88.88
initial_training,96,0.0954,96.78,0.3934,88.78
initial_training,97,0.0944,96.81,0.4088,88.78
initial_training,98,0.0937,96.84,0.4171,88.18
initial_training,99,0.0878,97.03,0.3780,89.48
initial_training,100,0.0838,97.22,0.3787,89.74
initial_training,101,0.0821,97.27,0.3857,89.36
initial_training,102,0.0829,97.29,0.3719,89.73
initial_training,103,0.0781,97.46,0.3862,89.40
initial_training,104,0.0752,97.54,0.3810,89.48
initial_training,105,0.0742,97.56,0.4073,89.07
initial_training,106,0.0676,97.84,0.3866,89.40
initial_training,107,0.0739,97.57,0.3818,89.71
initial_training,108,0.0684,97.81,0.3843,89.68
initial_training,109,0.0666,97.89,0.3874,89.60
initial_training,110,0.0675,97.85,0.3835,89.73
initial_training,111,0.0597,98.17,0.4019,89.57
initial_training,112,0.0598,98.17,0.3853,89.52
initial_training,113,0.0579,98.25,0.3890,89.76
initial_training,114,0.0574,98.22,0.3987,89.74
initial_training,115,0.0536,98.34,0.3840,89.87
initial_training,116,0.0520,98.40,0.3865,89.87
initial_training,117,0.0512,98.47,0.3827,89.62
initial_training,118,0.0483,98.58,0.3884,89.92
initial_training,119,0.0463,98.60,0.3914,89.67
initial_training,120,0.0473,98.55,0.3766,90.13
initial_training,121,0.0448,98.72,0.3828,90.11
initial_training,122,0.0441,98.74,0.3862,90.09
initial_training,123,0.0414,98.81,0.3760,90.19
initial_training,124,0.0391,98.86,0.3743,90.24
initial_training,125,0.0396,98.90,0.3811,90.01
initial_training,126,0.0373,98.97,0.3773,90.07
initial_training,127,0.0358,99.07,0.3792,90.37
initial_training,128,0.0363,99.03,0.3784,90.34
initial_training,129,0.0342,99.15,0.3811,89.95
initial_training,130,0.0324,99.13,0.3703,90.40
initial_training,131,0.0318,99.19,0.3757,90.23
initial_training,132,0.0307,99.21,0.3746,90.21
initial_training,133,0.0323,99.16,0.3798,90.22
initial_training,134,0.0303,99.19,0.3789,90.41
initial_training,135,0.0296,99.25,0.3852,90.20
initial_training,136,0.0288,99.28,0.3817,90.16
initial_training,137,0.0295,99.26,0.3788,90.26
initial_training,138,0.0275,99.33,0.3741,90.52
initial_training,139,0.0280,99.34,0.3884,90.27
initial_training,140,0.0257,99.43,0.3792,90.29
initial_training,141,0.0270,99.36,0.3810,90.49
initial_training,142,0.0264,99.34,0.3849,90.40
initial_training,143,0.0254,99.42,0.3764,90.28
initial_training,144,0.0265,99.35,0.3816,90.30
initial_training,145,0.0248,99.44,0.3763,90.47
initial_training,146,0.0245,99.48,0.3751,90.51
initial_training,147,0.0253,99.41,0.3796,90.46
initial_training,148,0.0239,99.48,0.3759,90.52
initial_training,149,0.0227,99.52,0.3749,90.57
initial_training,150,0.0234,99.48,0.3790,90.47
initial_training,151,0.0243,99.44,0.3791,90.40
initial_training,152,0.0247,99.43,0.3772,90.48
initial_training,153,0.0228,99.54,0.3805,90.48
initial_training,154,0.0243,99.47,0.3795,90.41
initial_training,155,0.0234,99.48,0.3779,90.47
initial_training,156,0.0232,99.50,0.3791,90.54
initial_training,157,0.0237,99.44,0.3811,90.48
initial_training,158,0.0247,99.44,0.3758,90.46
initial_training,159,0.0230,99.51,0.3828,90.45
initial_training,160,0.0228,99.48,0.3782,90.41
one-shot,1,0.0293,99.26,0.3837,90.38
one-shot,2,0.0306,99.20,0.3859,90.20
one-shot,3,0.0311,99.17,0.3828,90.27
one-shot,4,0.0306,99.20,0.3880,90.25
one-shot,5,0.0304,99.26,0.3923,90.20
one-shot,6,0.0309,99.17,0.3856,90.26
one-shot,7,0.0305,99.16,0.3798,90.26
one-shot,8,0.0292,99.26,0.3983,89.96
one-shot,9,0.0286,99.30,0.3867,90.37
