iteration,epoch,sparsity,remaining_weights,train_loss,train_acc,test_loss,test_acc
0,1,0.0000,1.0000,4.0185,7.34,3.7922,11.72
0,2,0.0000,1.0000,3.4951,15.54,3.4084,16.94
0,3,0.0000,1.0000,3.1192,22.00,3.2716,21.88
0,4,0.0000,1.0000,2.7714,28.41,2.8091,26.81
0,5,0.0000,1.0000,2.5221,33.74,2.7486,31.10
0,6,0.0000,1.0000,2.3361,37.76,2.3146,38.30
0,7,0.0000,1.0000,2.2050,40.37,2.4838,36.73
0,8,0.0000,1.0000,2.1099,42.82,2.5982,34.96
0,9,0.0000,1.0000,2.0333,44.42,2.4118,37.60
0,10,0.0000,1.0000,1.9769,45.90,2.1543,42.40
0,11,0.0000,1.0000,1.9199,47.21,2.6834,36.79
0,12,0.0000,1.0000,1.8861,48.27,2.1002,43.53
0,13,0.0000,1.0000,1.8498,48.88,2.1213,43.37
0,14,0.0000,1.0000,1.8220,49.63,2.2091,43.30
0,15,0.0000,1.0000,1.8023,50.14,2.3239,40.55
0,16,0.0000,1.0000,1.7883,50.32,2.1762,43.27
0,17,0.0000,1.0000,1.7601,51.19,2.0567,45.27
0,18,0.0000,1.0000,1.7412,51.52,2.1519,43.21
0,19,0.0000,1.0000,1.7366,51.45,2.1930,43.50
0,20,0.0000,1.0000,1.7137,51.93,2.0329,45.88
0,21,0.0000,1.0000,1.7032,52.36,1.9907,45.88
0,22,0.0000,1.0000,1.6952,52.81,2.1451,44.13
0,23,0.0000,1.0000,1.6791,52.96,1.9962,46.61
0,24,0.0000,1.0000,1.6722,53.08,2.1210,43.40
0,25,0.0000,1.0000,1.6695,53.48,2.3531,41.70
0,26,0.0000,1.0000,1.6549,53.51,2.1060,44.82
0,27,0.0000,1.0000,1.6457,54.19,1.9891,46.92
0,28,0.0000,1.0000,1.6399,54.08,1.9707,46.30
0,29,0.0000,1.0000,1.6388,54.14,2.0710,45.84
0,30,0.0000,1.0000,1.6273,54.26,1.8900,49.09
0,31,0.0000,1.0000,1.6251,54.43,2.1557,44.35
0,32,0.0000,1.0000,1.6090,54.81,1.9043,48.53
0,33,0.0000,1.0000,1.6181,54.61,2.3870,42.24
0,34,0.0000,1.0000,1.6081,54.88,2.1786,44.19
0,35,0.0000,1.0000,1.6050,54.94,1.9233,49.41
0,36,0.0000,1.0000,1.5972,55.08,2.0889,45.79
0,37,0.0000,1.0000,1.5975,55.01,2.1667,44.65
0,38,0.0000,1.0000,1.5938,55.27,2.1517,45.05
0,39,0.0000,1.0000,1.5900,55.16,2.2822,43.01
0,40,0.0000,1.0000,1.5878,55.38,2.0868,46.47
0,41,0.0000,1.0000,1.5799,55.59,2.0934,44.52
